user_id,profile,date,day_index,total_capacity_gb,used_gb,free_gb,used_pct,photos_gb,videos_gb,apps_gb,documents_gb,system_gb,other_gb,daily_delta_gb,cleanup_event
U004,media_heavy,2024-02-18,48,256.0,85.7554,170.2446,33.498,26.9732,27.2597,9.8007,3.8038,12.1459,5.772,0.9056,0
U004,media_heavy,2024-02-19,49,256.0,86.3095,169.6905,33.715,27.1712,27.5391,9.8351,3.8191,12.1465,5.7985,0.5541,0
U004,media_heavy,2024-02-20,50,256.0,86.8276,169.1724,33.917,27.3508,27.8438,9.8379,3.835,12.1502,5.8098,0.5181,0
U004,media_heavy,2024-02-21,51,256.0,87.24,168.76,34.078,27.4595,28.09,9.8539,3.8397,12.1544,5.8426,0.4124,0
U004,media_heavy,2024-02-22,52,256.0,87.7898,168.2102,34.293,27.6485,28.4053,9.8746,3.8453,12.1564,5.8596,0.5498,0
U004,media_heavy,2024-02-23,53,256.0,88.3582,167.6418,34.515,27.8557,28.7002,9.8796,3.858,12.1594,5.9052,0.5684,0
U004,media_heavy,2024-02-24,54,256.0,89.6086,166.3914,35.003,28.2054,29.5314,9.9026,3.8677,12.1609,5.9405,1.2504,0
U004,media_heavy,2024-02-25,55,256.0,90.374,165.626,35.302,28.5647,29.892,9.9216,3.872,12.166,5.9577,0.7654,0
U004,media_heavy,2024-02-26,56,256.0,90.9253,165.0747,35.518,28.8443,30.1221,9.9461,3.8854,12.1697,5.9577,0.5513,0
U004,media_heavy,2024-02-27,57,256.0,91.4067,164.5933,35.706,29.0461,30.3687,9.966,3.889,12.173,5.964,0.4814,0
U004,media_heavy,2024-02-28,58,256.0,92.0483,163.9517,35.956,29.263,30.745,9.9783,3.9048,12.1774,5.9797,0.6416,0
U004,media_heavy,2024-02-29,59,256.0,92.5165,163.4835,36.139,29.3877,31.0476,9.9916,3.9196,12.1794,5.9907,0.4682,0
U004,media_heavy,2024-03-01,60,256.0,93.0306,162.9694,36.34,29.5562,31.3261,10.0229,3.93,12.1825,6.0128,0.5141,0
U004,media_heavy,2024-03-02,61,256.0,93.9185,162.0815,36.687,29.9146,31.7799,10.0533,3.9425,12.1852,6.0431,0.8879,0
U004,media_heavy,2024-03-03,62,256.0,94.7307,161.2693,37.004,30.2602,32.1665,10.0791,3.951,12.1907,6.0833,0.8122,0
U004,media_heavy,2024-03-04,63,256.0,95.2004,160.7996,37.188,30.5585,32.302,10.0852,3.9597,12.1938,6.1013,0.4697,0
U004,media_heavy,2024-03-05,64,256.0,96.0188,159.9812,37.507,30.8344,32.7809,10.1196,3.974,12.1971,6.1129,0.8184,0
U004,media_heavy,2024-03-06,65,256.0,96.6435,159.3565,37.751,31.1659,33.0271,10.1358,3.9884,12.2019,6.1244,0.6247,0
U004,media_heavy,2024-03-07,66,256.0,97.1743,158.8257,37.959,31.3461,33.3128,10.1683,3.9952,12.2065,6.1454,0.5308,0
U004,media_heavy,2024-03-08,67,256.0,97.7264,158.2736,38.174,31.5742,33.5831,10.1953,4.0039,12.2068,6.163,0.5521,0
U004,media_heavy,2024-03-09,68,256.0,98.3634,157.6366,38.423,31.7555,34.0059,10.1953,4.0125,12.2102,6.184,0.637,0
U004,media_heavy,2024-03-10,69,256.0,99.0569,156.9431,38.694,32.073,34.3262,10.2164,4.0227,12.2118,6.2066,0.6935,0
U004,media_heavy,2024-03-11,70,256.0,99.8041,156.1959,38.986,32.2733,34.8322,10.2359,4.0316,12.2142,6.2169,0.7472,0
U004,media_heavy,2024-03-12,71,256.0,100.2384,155.7616,39.156,32.4434,35.0593,10.2513,4.0377,12.2146,6.2323,0.4343,0
U004,media_heavy,2024-03-13,72,256.0,100.9522,155.0478,39.434,32.6651,35.4854,10.2801,4.0498,12.2204,6.2513,0.7138,0
U004,media_heavy,2024-03-14,73,256.0,101.6308,154.3692,39.7,32.8748,35.9103,10.3011,4.0572,12.2243,6.2632,0.6786,0
U004,media_heavy,2024-03-15,74,256.0,102.178,153.822,39.913,33.1095,36.1732,10.3281,4.0612,12.2275,6.2785,0.5472,0
U004,media_heavy,2024-03-16,75,256.0,102.9036,153.0964,40.197,33.4501,36.5219,10.3346,4.0764,12.23,6.2906,0.7256,0
U004,media_heavy,2024-03-17,76,256.0,103.8752,152.1248,40.576,33.8356,37.0494,10.3558,4.0871,12.2333,6.314,0.9716,0
U004,media_heavy,2024-03-18,77,256.0,104.4645,151.5355,40.806,34.1105,37.3358,10.3682,4.0965,12.2375,6.3161,0.5893,0
U004,media_heavy,2024-03-19,78,256.0,105.1908,150.8092,41.09,34.3752,37.7594,10.3759,4.1069,12.2399,6.3335,0.7263,0
U004,media_heavy,2024-03-20,79,256.0,105.5599,150.4401,41.234,34.5104,37.9369,10.3937,4.1163,12.2412,6.3614,0.3691,0
U004,media_heavy,2024-03-21,80,256.0,106.0948,149.9052,41.443,34.6967,38.2448,10.4133,4.1297,12.2428,6.3674,0.5349,0
U004,media_heavy,2024-03-22,81,256.0,106.499,149.501,41.601,34.9114,38.4099,10.4198,4.1404,12.2446,6.3729,0.4042,0
U004,media_heavy,2024-03-23,82,256.0,107.4078,148.5922,41.956,35.1813,39.0137,10.441,4.1516,12.2473,6.3729,0.9088,0
U004,media_heavy,2024-03-24,83,256.0,108.2491,147.7509,42.285,35.4973,39.5033,10.4432,4.1614,12.2486,6.3953,0.8413,0
U004,media_heavy,2024-03-25,84,256.0,108.9759,147.0241,42.569,35.7522,39.8853,10.469,4.1748,12.2511,6.4435,0.7268,0
U004,media_heavy,2024-03-26,85,256.0,109.5676,146.4324,42.8,35.9326,40.2517,10.4979,4.1867,12.2551,6.4435,0.5917,0
U004,media_heavy,2024-03-27,86,256.0,110.2048,145.7952,43.049,36.132,40.6506,10.4979,4.1978,12.2573,6.4692,0.6372,0
U004,media_heavy,2024-03-28,87,256.0,110.6834,145.3166,43.236,36.3649,40.833,10.5183,4.2071,12.261,6.4991,0.4786,0
U004,media_heavy,2024-03-29,88,256.0,110.997,145.003,43.358,36.4684,40.995,10.5404,4.2275,12.2665,6.4991,0.3136,0
U004,media_heavy,2024-03-30,89,256.0,111.8575,144.1425,43.694,36.8811,41.4055,10.5566,4.2364,12.2703,6.5076,0.8605,0
U004,media_heavy,2024-03-31,90,256.0,112.5341,143.4659,43.959,37.2037,41.7063,10.5893,4.2402,12.2725,6.5219,0.6766,0
U004,media_heavy,2024-04-01,91,256.0,112.8584,143.1416,44.085,37.375,41.7858,10.6042,4.2521,12.2767,6.5647,0.3243,0
U004,media_heavy,2024-04-02,92,256.0,113.3434,142.6566,44.275,37.5975,41.9839,10.6422,4.2606,12.2787,6.5805,0.485,0
U004,media_heavy,2024-04-03,93,256.0,113.8298,142.1702,44.465,37.7817,42.244,10.6709,4.269,12.2798,6.5845,0.4864,0
U004,media_heavy,2024-04-04,94,256.0,114.3203,141.6797,44.656,37.9974,42.4738,10.687,4.2806,12.2849,6.5967,0.4905,0
U004,media_heavy,2024-04-05,95,256.0,114.8504,141.1496,44.863,38.2651,42.6828,10.7078,4.2904,12.2859,6.6184,0.5301,0
U004,media_heavy,2024-04-06,96,256.0,115.5682,140.4318,45.144,38.6433,42.9469,10.7289,4.306,12.292,6.6512,0.7178,0
U004,media_heavy,2024-04-07,97,256.0,116.3512,139.6488,45.45,39.012,43.3134,10.7528,4.3129,12.2924,6.6677,0.783,0
U004,media_heavy,2024-04-08,98,256.0,116.9549,139.0451,45.686,39.2402,43.633,10.7761,4.3245,12.2962,6.685,0.6037,0
U004,media_heavy,2024-04-09,99,256.0,117.6137,138.3863,45.943,39.5538,43.928,10.7975,4.3349,12.2989,6.7006,0.6588,0
U004,media_heavy,2024-04-10,100,256.0,118.1081,137.8919,46.136,39.7353,44.196,10.8102,4.3453,12.3028,6.7185,0.4944,0
U004,media_heavy,2024-04-11,101,256.0,118.7017,137.2983,46.368,39.9811,44.4888,10.8207,4.3584,12.3037,6.7489,0.5936,0
U004,media_heavy,2024-04-12,102,256.0,119.1231,136.8769,46.532,40.0592,44.787,10.8375,4.3662,12.3056,6.7677,0.4214,0
U004,media_heavy,2024-04-13,103,256.0,119.957,136.043,46.858,40.2176,45.408,10.8559,4.3733,12.3069,6.7954,0.8339,0
U004,media_heavy,2024-04-14,104,256.0,120.6905,135.3095,47.145,40.5567,45.7592,10.8713,4.3789,12.309,6.8155,0.7335,0
U004,media_heavy,2024-04-15,105,256.0,121.1941,134.8059,47.341,40.7987,45.9667,10.8914,4.3924,12.3095,6.8354,0.5036,0
U004,media_heavy,2024-04-16,106,256.0,121.7032,134.2968,47.54,40.9479,46.2721,10.9066,4.3976,12.3144,6.8646,0.5091,0
U004,media_heavy,2024-04-17,107,256.0,122.2249,133.7751,47.744,41.0722,46.6086,10.9246,4.4136,12.3184,6.8876,0.5217,0
U004,media_heavy,2024-04-18,108,256.0,122.7017,133.2983,47.93,41.3115,46.7699,10.9593,4.4252,12.3201,6.9156,0.4768,0
U004,media_heavy,2024-04-19,109,256.0,123.279,132.721,48.156,41.5092,47.102,10.9757,4.4356,12.3209,6.9356,0.5773,0
U004,media_heavy,2024-04-20,110,256.0,123.9966,132.0034,48.436,41.9981,47.2765,10.9938,4.4507,12.3235,6.9539,0.7176,0
U004,media_heavy,2024-04-21,111,256.0,124.4437,131.5563,48.611,42.2395,47.4465,11.0082,4.4568,12.3267,6.966,0.4471,0
U004,media_heavy,2024-04-22,112,256.0,124.958,131.042,48.812,42.4232,47.7221,11.0236,4.4625,12.3298,6.9967,0.5143,0
U004,media_heavy,2024-04-23,113,256.0,125.4232,130.5768,48.993,42.5975,47.9905,11.0236,4.472,12.3322,7.0074,0.4652,0
U004,media_heavy,2024-04-24,114,256.0,126.0373,129.9627,49.233,42.7834,48.3627,11.056,4.4783,12.3344,7.0225,0.6141,0
U004,media_heavy,2024-04-25,115,256.0,126.6028,129.3972,49.454,43.0015,48.6508,11.0826,4.4859,12.3395,7.0424,0.5655,0
U004,media_heavy,2024-04-26,116,256.0,127.2375,128.7625,49.702,43.1976,49.0448,11.0992,4.4997,12.3415,7.0548,0.6347,0
U004,media_heavy,2024-04-27,117,256.0,128.0829,127.9171,50.032,43.4432,49.5959,11.1238,4.5062,12.3444,7.0693,0.8454,0
U004,media_heavy,2024-04-28,118,256.0,129.0138,126.9862,50.396,43.9373,49.9747,11.1504,4.5163,12.3475,7.0876,0.9309,0
U004,media_heavy,2024-04-29,119,256.0,129.5404,126.4596,50.602,44.1657,50.2265,11.1619,4.5303,12.3506,7.1054,0.5266,0
U004,media_heavy,2024-04-30,120,256.0,130.0746,125.9254,50.81,44.268,50.6229,11.1736,4.5412,12.3527,7.1161,0.5342,0
U004,media_heavy,2024-05-01,121,256.0,130.6887,125.3113,51.05,44.5841,50.8805,11.1981,4.5514,12.3583,7.1161,0.6141,0
U004,media_heavy,2024-05-02,122,256.0,130.9791,125.0209,51.164,44.7504,50.9402,11.2153,4.5688,12.3604,7.144,0.2904,0
U004,media_heavy,2024-05-03,123,256.0,131.5104,124.4896,51.371,44.9579,51.2289,11.2183,4.5759,12.3647,7.1647,0.5313,0
U004,media_heavy,2024-05-04,124,256.0,132.6615,123.3385,51.821,45.2921,51.9728,11.2348,4.5924,12.3679,7.2016,1.1511,0
U004,media_heavy,2024-05-05,125,256.0,133.4462,122.5538,52.127,45.6307,52.3458,11.2572,4.6073,12.3715,7.2338,0.7847,0
U004,media_heavy,2024-05-06,126,256.0,133.9479,122.0521,52.323,45.7908,52.624,11.2778,4.6165,12.373,7.2658,0.5017,0
U004,media_heavy,2024-05-07,127,256.0,134.5804,121.4196,52.57,46.0803,52.9016,11.3056,4.6287,12.3748,7.2895,0.6325,0
U004,media_heavy,2024-05-08,128,256.0,135.2293,120.7707,52.824,46.3018,53.2607,11.3338,4.64,12.3781,7.3149,0.6489,0
U004,media_heavy,2024-05-09,129,256.0,135.7021,120.2979,53.009,46.431,53.5592,11.3529,4.6484,12.383,7.3276,0.4728,0
U004,media_heavy,2024-05-10,130,256.0,136.1419,119.8581,53.18,46.6833,53.7043,11.3536,4.662,12.3863,7.3523,0.4398,0
U004,media_heavy,2024-05-11,131,256.0,136.6385,119.3615,53.374,46.8802,53.9622,11.3718,4.6669,12.3897,7.3677,0.4966,0
U004,media_heavy,2024-05-12,132,256.0,137.5132,118.4868,53.716,47.2134,54.4432,11.398,4.6756,12.393,7.3901,0.8747,0
U004,media_heavy,2024-05-13,133,256.0,138.0876,117.9124,53.94,47.4563,54.7314,11.4249,4.6804,12.3955,7.3991,0.5744,0
U004,media_heavy,2024-05-14,134,256.0,138.467,117.533,54.089,47.5816,54.9207,11.4515,4.6879,12.3971,7.4282,0.3794,0
U004,media_heavy,2024-05-15,135,256.0,139.1163,116.8837,54.342,47.8282,55.2719,11.47,4.6971,12.3992,7.4499,0.6493,0
U004,media_heavy,2024-05-16,136,256.0,139.6885,116.3115,54.566,48.0086,55.6001,11.5034,4.7087,12.4049,7.4628,0.5722,0
U004,media_heavy,2024-05-17,137,256.0,140.1644,115.8356,54.752,48.2541,55.8029,11.5215,4.7116,12.4065,7.4678,0.4759,0
U004,media_heavy,2024-05-18,138,256.0,140.9554,115.0446,55.061,48.5363,56.2383,11.5555,4.7243,12.4071,7.4939,0.791,0
U004,media_heavy,2024-05-19,139,256.0,141.7472,114.2528,55.37,48.8443,56.6572,11.5786,4.7315,12.4098,7.5257,0.7918,0
U004,media_heavy,2024-05-20,140,256.0,142.2084,113.7916,55.55,48.9899,56.9235,11.5878,4.7346,12.4123,7.5602,0.4612,0
U004,media_heavy,2024-05-21,141,256.0,142.5606,113.4394,55.688,49.2037,57.0023,11.6133,4.745,12.4143,7.582,0.3522,0
U004,media_heavy,2024-05-22,142,256.0,143.0679,112.9321,55.886,49.3472,57.3034,11.6469,4.7541,12.416,7.6002,0.5073,0
U004,media_heavy,2024-05-23,143,256.0,143.5661,112.4339,56.08,49.4811,57.6264,11.6607,4.7651,12.4181,7.6146,0.4982,0
U004,media_heavy,2024-05-24,144,256.0,144.0636,111.9364,56.275,49.6045,57.9405,11.6999,4.7778,12.4191,7.6218,0.4975,0
U004,media_heavy,2024-05-25,145,256.0,144.8752,111.1248,56.592,49.9321,58.3904,11.7075,4.7843,12.4209,7.6399,0.8116,0
U004,media_heavy,2024-05-26,146,256.0,145.4247,110.5753,56.807,50.1642,58.6721,11.7166,4.7969,12.4239,7.651,0.5495,0
U004,media_heavy,2024-05-27,147,256.0,145.9553,110.0447,57.014,50.3216,58.9678,11.7658,4.8091,12.4267,7.6643,0.5306,0
U004,media_heavy,2024-05-28,148,256.0,146.5891,109.4109,57.261,50.5642,59.2973,11.7818,4.8239,12.4298,7.6921,0.6338,0
U004,media_heavy,2024-05-29,149,256.0,147.0227,108.9773,57.431,50.7555,59.4801,11.8013,4.8373,12.432,7.7165,0.4336,0
U004,media_heavy,2024-05-30,150,256.0,147.5921,108.4079,57.653,50.9999,59.7759,11.8097,4.8464,12.4364,7.7239,0.5694,0
U004,media_heavy,2024-05-31,151,256.0,148.2896,107.7104,57.926,51.1965,60.2333,11.8236,4.8584,12.4398,7.738,0.6975,0
U004,media_heavy,2024-06-01,152,256.0,148.964,107.036,58.189,51.4682,60.5977,11.8271,4.8683,12.4441,7.7586,0.6744,0
U004,media_heavy,2024-06-02,153,256.0,149.8801,106.1199,58.547,51.8559,61.0906,11.8475,4.8758,12.4464,7.7639,0.9161,0
U004,media_heavy,2024-06-03,154,256.0,150.5576,105.4424,58.812,52.0635,61.5087,11.874,4.8823,12.4472,7.7818,0.6775,0
U004,media_heavy,2024-06-04,155,256.0,151.1266,104.8734,59.034,52.2505,61.8222,11.8931,4.8952,12.4479,7.8178,0.569,0
U004,media_heavy,2024-06-05,156,256.0,151.6671,104.3329,59.245,52.4931,62.0632,11.9129,4.9042,12.4512,7.8424,0.5405,0
U004,media_heavy,2024-06-06,157,256.0,152.3152,103.6848,59.498,52.7692,62.3571,11.9518,4.9146,12.4559,7.8667,0.6481,0
U004,media_heavy,2024-06-07,158,256.0,152.8881,103.1119,59.722,52.9772,62.6655,11.9725,4.9262,12.4601,7.8865,0.5729,0
U004,media_heavy,2024-06-08,159,256.0,153.7403,102.2597,60.055,53.4266,63.0336,11.9848,4.9317,12.4626,7.9008,0.8522,0
U004,media_heavy,2024-06-09,160,256.0,154.5447,101.4553,60.369,53.6746,63.5136,12.0271,4.945,12.4673,7.9171,0.8044,0
U004,media_heavy,2024-06-10,161,256.0,155.0701,100.9299,60.574,53.8644,63.7855,12.0525,4.9524,12.4697,7.9456,0.5254,0
U004,media_heavy,2024-06-11,162,256.0,155.476,100.524,60.733,54.0647,63.9432,12.0704,4.9566,12.4728,7.9682,0.4059,0
U004,media_heavy,2024-06-12,163,256.0,156.0391,99.9609,60.953,54.2742,64.2413,12.0941,4.9618,12.4754,7.9923,0.5631,0
U004,media_heavy,2024-06-13,164,256.0,156.6055,99.3945,61.174,54.4553,64.5505,12.1243,4.971,12.4801,8.0243,0.5664,0
U004,media_heavy,2024-06-14,165,256.0,157.3624,98.6376,61.47,54.6758,65.0163,12.1388,4.9895,12.4843,8.0577,0.7569,0
U004,media_heavy,2024-06-15,166,256.0,158.3682,97.6318,61.863,55.0492,65.6115,12.1484,4.9989,12.4843,8.0759,1.0058,0
U004,media_heavy,2024-06-16,167,256.0,159.5219,96.4781,62.313,55.3329,66.4064,12.1874,5.0031,12.4881,8.1039,1.1537,0
U004,media_heavy,2024-06-17,168,256.0,160.046,95.954,62.518,55.537,66.6895,12.1942,5.009,12.4914,8.1249,0.5241,0
U004,media_heavy,2024-06-18,169,256.0,160.5066,95.4934,62.698,55.6882,66.9405,12.2245,5.0187,12.4968,8.1379,0.4606,0
U004,media_heavy,2024-06-19,170,256.0,161.0582,94.9418,62.913,55.8628,67.2493,12.2373,5.0364,12.4973,8.1751,0.5516,0
U004,media_heavy,2024-06-20,171,256.0,161.7331,94.2669,63.177,56.0857,67.6217,12.2673,5.0435,12.5012,8.2138,0.6749,0
U004,media_heavy,2024-06-21,172,256.0,162.3557,93.6443,63.42,56.3921,67.9119,12.2837,5.0499,12.5039,8.2142,0.6226,0
U004,media_heavy,2024-06-22,173,256.0,162.9444,93.0556,63.65,56.6687,68.1673,12.3125,5.059,12.5059,8.231,0.5887,0
U004,media_heavy,2024-06-23,174,256.0,163.6031,92.3969,63.907,56.9726,68.4716,12.3348,5.0688,12.5072,8.2481,0.6587,0
U004,media_heavy,2024-06-24,175,256.0,164.1146,91.8854,64.107,57.1948,68.7076,12.3629,5.0749,12.5088,8.2656,0.5115,0
U004,media_heavy,2024-06-25,176,256.0,164.6136,91.3864,64.302,57.3948,68.9393,12.4001,5.0838,12.5151,8.2804,0.499,0
U004,media_heavy,2024-06-26,177,256.0,165.0902,90.9098,64.488,57.577,69.1728,12.4126,5.1042,12.5186,8.3051,0.4766,0
U004,media_heavy,2024-06-27,178,256.0,165.6362,90.3638,64.702,57.737,69.5138,12.416,5.1096,12.5212,8.3386,0.546,0
U004,media_heavy,2024-06-28,179,256.0,166.1646,89.8354,64.908,57.9491,69.7697,12.4506,5.1133,12.5253,8.3566,0.5284,0
U004,media_heavy,2024-06-29,180,256.0,166.8285,89.1715,65.167,58.1764,70.1652,12.4705,5.1192,12.5264,8.3708,0.6639,0
U004,media_heavy,2024-06-30,181,256.0,167.45,88.55,65.41,58.4082,70.5135,12.4717,5.1278,12.5309,8.3979,0.6215,0
U004,media_heavy,2024-07-01,182,256.0,167.9711,88.0289,65.614,58.6003,70.786,12.484,5.1443,12.537,8.4195,0.5211,0
U004,media_heavy,2024-07-02,183,256.0,168.317,87.683,65.749,58.7533,70.9326,12.4975,5.1534,12.5435,8.4367,0.3459,0
U004,media_heavy,2024-07-03,184,256.0,168.853,87.147,65.958,58.8945,71.279,12.529,5.1614,12.5437,8.4454,0.536,0
U004,media_heavy,2024-07-04,185,256.0,169.4139,86.5861,66.177,59.1183,71.5349,12.5695,5.1793,12.5466,8.4652,0.5609,0
U004,media_heavy,2024-07-05,186,256.0,169.7301,86.2699,66.301,59.291,71.661,12.5749,5.1824,12.5513,8.4696,0.3162,0
U004,media_heavy,2024-07-06,187,256.0,170.6316,85.3684,66.653,59.5221,72.2715,12.592,5.1861,12.5562,8.5036,0.9015,0
U004,media_heavy,2024-07-07,188,256.0,171.1981,84.8019,66.874,59.7848,72.5409,12.6118,5.1965,12.5587,8.5055,0.5665,0
U004,media_heavy,2024-07-08,189,256.0,171.7118,84.2882,67.075,60.0075,72.7719,12.6293,5.2028,12.5608,8.5395,0.5137,0
U004,media_heavy,2024-07-09,190,256.0,172.2398,83.7602,67.281,60.2306,73.0237,12.6528,5.2099,12.5632,8.5595,0.528,0
U004,media_heavy,2024-07-10,191,256.0,172.8141,83.1859,67.506,60.4332,73.3088,12.6966,5.221,12.5634,8.5911,0.5743,0
U004,media_heavy,2024-07-11,192,256.0,173.5213,82.4787,67.782,60.7218,73.6767,12.7123,5.2339,12.5655,8.6111,0.7072,0
U004,media_heavy,2024-07-12,193,256.0,174.1311,81.8689,68.02,60.9637,73.9965,12.7341,5.2538,12.5679,8.6151,0.6098,0
U004,media_heavy,2024-07-13,194,256.0,174.95,81.05,68.34,61.3664,74.3678,12.7567,5.2617,12.5702,8.6272,0.8189,0
U004,media_heavy,2024-07-14,195,256.0,175.7011,80.2989,68.633,61.6439,74.8031,12.7813,5.27,12.5711,8.6317,0.7511,0
U004,media_heavy,2024-07-15,196,256.0,176.3468,79.6532,68.885,61.9029,75.1573,12.7952,5.28,12.5728,8.6386,0.6457,0
U004,media_heavy,2024-07-16,197,256.0,176.9483,79.0517,69.12,62.1536,75.4701,12.806,5.2887,12.577,8.6529,0.6015,0
U004,media_heavy,2024-07-17,198,256.0,177.469,78.531,69.324,62.3569,75.7456,12.8296,5.2961,12.5791,8.6616,0.5207,0
U004,media_heavy,2024-07-18,199,256.0,177.9785,78.0215,69.523,62.5335,76.0551,12.8361,5.3072,12.5833,8.6632,0.5095,0
U004,media_heavy,2024-07-19,200,256.0,178.5741,77.4259,69.756,62.7989,76.3426,12.8375,5.3198,12.5852,8.6901,0.5956,0
U004,media_heavy,2024-07-20,201,256.0,179.1996,76.8004,70.0,63.0764,76.6509,12.8585,5.3276,12.5878,8.6984,0.6255,0
U004,media_heavy,2024-07-21,202,256.0,179.7388,76.2612,70.21,63.3712,76.8237,12.8899,5.3369,12.5911,8.726,0.5392,0
U004,media_heavy,2024-07-22,203,256.0,180.2662,75.7338,70.416,63.6108,77.0415,12.9217,5.3474,12.5949,8.75,0.5274,0
U004,media_heavy,2024-07-23,204,256.0,180.7237,75.2763,70.595,63.8276,77.2467,12.936,5.3572,12.5967,8.7595,0.4575,0
U004,media_heavy,2024-07-24,205,256.0,181.2806,74.7194,70.813,63.9303,77.6462,12.9501,5.3748,12.6003,8.779,0.5569,0
U004,media_heavy,2024-07-25,206,256.0,181.9121,74.0879,71.059,64.1104,78.0373,12.9874,5.3859,12.6016,8.7895,0.6315,0
U004,media_heavy,2024-07-26,207,256.0,182.5723,73.4277,71.317,64.3537,78.4069,13.0104,5.3947,12.6069,8.7997,0.6602,0
U004,media_heavy,2024-07-27,208,256.0,183.2153,72.7847,71.568,64.6672,78.6707,13.0247,5.4018,12.612,8.8388,0.643,0
U004,media_heavy,2024-07-28,209,256.0,183.8234,72.1766,71.806,64.9238,78.9664,13.0457,5.4096,12.6149,8.8629,0.6081,0
U004,media_heavy,2024-07-29,210,256.0,184.2481,71.7519,71.972,65.0928,79.1897,13.0634,5.4178,12.619,8.8652,0.4247,0
U004,media_heavy,2024-07-30,211,256.0,184.7658,71.2342,72.174,65.2777,79.4756,13.092,5.425,12.6207,8.8749,0.5177,0
U004,media_heavy,2024-07-31,212,256.0,185.2311,70.7689,72.356,65.49,79.6665,13.1193,5.4255,12.6231,8.9066,0.4653,0
U004,media_heavy,2024-08-01,213,256.0,185.5772,70.4228,72.491,65.6266,79.8513,13.1193,5.4315,12.6277,8.9208,0.3461,0
U004,media_heavy,2024-08-02,214,256.0,185.808,70.192,72.581,65.689,79.9591,13.1528,5.444,12.6287,8.9345,0.2308,0
U004,media_heavy,2024-08-03,215,256.0,186.1766,69.8234,72.725,65.872,80.0804,13.1721,5.4562,12.6326,8.9632,0.3686,0
U004,media_heavy,2024-08-04,216,256.0,186.8178,69.1822,72.976,66.1499,80.4124,13.1922,5.4654,12.6346,8.9632,0.6412,0
U004,media_heavy,2024-08-05,217,256.0,187.1776,68.8224,73.116,66.3422,80.5311,13.2181,5.4736,12.637,8.9755,0.3598,0
U004,media_heavy,2024-08-06,218,256.0,187.5349,68.4651,73.256,66.479,80.6798,13.251,5.4829,12.6398,9.0024,0.3573,0
U004,media_heavy,2024-08-07,219,256.0,187.9915,68.0085,73.434,66.6317,80.9377,13.2558,5.4938,12.6416,9.031,0.4566,0
U004,media_heavy,2024-08-08,220,256.0,188.3235,67.6765,73.564,66.827,81.0461,13.2757,5.4991,12.6446,9.031,0.332,0
U004,media_heavy,2024-08-09,221,256.0,188.865,67.135,73.775,67.0597,81.308,13.2929,5.5054,12.646,9.053,0.5415,0
U004,media_heavy,2024-08-10,222,256.0,189.6407,66.3593,74.078,67.4465,81.6466,13.3145,5.5099,12.6484,9.0748,0.7757,0
U004,media_heavy,2024-08-11,223,256.0,190.3522,65.6478,74.356,67.6802,82.046,13.3514,5.5205,12.6531,9.101,0.7115,0
U004,media_heavy,2024-08-12,224,256.0,190.7691,65.2309,74.519,67.8247,82.262,13.3702,5.5326,12.6573,9.1222,0.4169,0
U004,media_heavy,2024-08-13,225,256.0,191.2902,64.7098,74.723,67.9712,82.5619,13.4019,5.5454,12.6605,9.1494,0.5211,0
U004,media_heavy,2024-08-14,226,256.0,191.7633,64.2367,74.908,68.1542,82.8162,13.4089,5.5573,12.6617,9.1651,0.4731,0
U004,media_heavy,2024-08-15,227,256.0,192.1831,63.8169,75.072,68.2921,83.0534,13.4306,5.564,12.6655,9.1775,0.4198,0
U004,media_heavy,2024-08-16,228,256.0,192.5251,63.4749,75.205,68.4597,83.1939,13.4412,5.5786,12.6679,9.1838,0.342,0
U004,media_heavy,2024-08-17,229,256.0,193.2472,62.7528,75.487,68.6963,83.6282,13.472,5.5897,12.6745,9.1866,0.7221,0
U004,media_heavy,2024-08-18,230,256.0,194.1898,61.8102,75.855,68.9444,84.2526,13.5119,5.6048,12.6763,9.1998,0.9426,0
U004,media_heavy,2024-08-19,231,256.0,194.7034,61.2966,76.056,69.079,84.5961,13.5303,5.6144,12.6805,9.2032,0.5136,0
U004,media_heavy,2024-08-20,232,256.0,195.0772,60.9228,76.202,69.1984,84.8027,13.5451,5.6218,12.6838,9.2254,0.3738,0
U004,media_heavy,2024-08-21,233,256.0,195.4805,60.5195,76.36,69.3876,84.9651,13.5733,5.631,12.6861,9.2374,0.4033,0
U004,media_heavy,2024-08-22,234,256.0,196.012,59.988,76.567,69.6478,85.1887,13.5822,5.6447,12.6884,9.2603,0.5315,0
U004,media_heavy,2024-08-23,235,256.0,196.505,59.495,76.76,69.8797,85.3718,13.6179,5.6505,12.6909,9.2943,0.493,0
U004,media_heavy,2024-08-24,236,256.0,197.3037,58.6963,77.072,70.3114,85.6931,13.6416,5.6681,12.6917,9.2979,0.7987,0
U004,media_heavy,2024-08-25,237,256.0,197.8669,58.1331,77.292,70.6355,85.8564,13.6688,5.6802,12.6977,9.3283,0.5632,0
U004,media_heavy,2024-08-26,238,256.0,198.4128,57.5872,77.505,70.8701,86.1243,13.685,5.6856,12.6998,9.3479,0.5459,0
U004,media_heavy,2024-08-27,239,256.0,198.7529,57.2471,77.638,70.9393,86.3345,13.7062,5.6978,12.7053,9.3698,0.3401,0
